id,name,genre,album,popularity,duration_ms,explicit,Artist_1,Artist_2,Artist_3,Artist_4,Artist_5,Artist_6,Artist_7,Artist_8,Artist_9,Artist_10,Artist_11
7kr3xZk4yb3YSZ4VFtg2Qt,Acoustic,acoustic,1975,58,172199,FALSE,Billy Raffoul,None,None,None,None,None,None,None,None,None,None
1kJygfS4eoVziBBI93MSYp,Acoustic,acoustic,A Few More Hours at YYZ,57,172202,FALSE,Billy Raffoul,None,None,None,None,None,None,None,None,None,None
6lynns69p4zTCRxmmiSY1x,Here Comes the Sun - Acoustic,acoustic,Here Comes the Sun,42,144786,FALSE,Molly Hocking,Bailey Rushlow,None,None,None,None,None,None,None,None,None
1RC9slv335IfLce5vt9KTW,Acoustic #3,acoustic,Dizzy up the Girl,46,116573,FALSE,The Goo Goo Dolls,None,None,None,None,None,None,None,None,None,None
5o9L8xBuILoVjLECSBi7Vo,My Love Mine All Mine - Acoustic Instrumental,acoustic,My Love Mine All Mine,33,133922,FALSE,Guus Dielissen,Casper Esmann,None,None,None,None,None,None,None,None,None
742ZnC1OgUGIScdzXEy5ui,Acoustic,acoustic,#4,14,238146,FALSE,Ling tosite sigure,None,None,None,None,None,None,None,None,None,None
3vpJdk93GzerZnlou6Ua0z,Beautiful Things - Acoustic,acoustic,Daydream,0,201248,FALSE,Benson Boone,None,None,None,None,None,None,None,None,None,None
42qGA2116mkpSAaxzQfjEf,Landslide,acoustic,Landslide,29,199222,FALSE,Guus Dielissen,Andrew Gialanella,None,None,None,None,None,None,None,None,None
0OHHcoyrWnkVukc911UeZd,Acoustic,acoustic,Agua,15,129250,FALSE,Sonido de Agua en Bambu,None,None,None,None,None,None,None,None,None,None
64zEnxASl3epPAIH4MsmSw,Acoustic Energy Vibrations,acoustic,528: Mind & Body Healing,45,118331,FALSE,Healing Solfeggio Frequencies,Harmony Touch,None,None,None,None,None,None,None,None,None
1okbqCnEzl9GUddnjNkb19,Little Lies,acoustic,Little Lies,39,197851,FALSE,Roses & Frey,None,None,None,None,None,None,None,None,None,None
5Ix5RkjIO1r3gL0NH2KpqK,Acoustic,acoustic,Plasma,8,356870,FALSE,The Re-Stoned,None,None,None,None,None,None,None,None,None,None
0i49QlMEbbbax1gZe2qQzm,Too Good At Goodbyes - Acoustic,acoustic,Hear The Pride,0,220095,FALSE,Sam Smith,None,None,None,None,None,None,None,None,None,None
5hzQ0nwJMFTXbNZmjioxJ1,The One (Acoustic Cover),acoustic,The One,25,241115,FALSE,The Moon Loungers,None,None,None,None,None,None,None,None,None,None
0vZAmULYfcNCsB5B2fNEvK,Acoustic,acoustic,Acoustic,5,156654,FALSE,Lesfm,Olexy,None,None,None,None,None,None,None,None,None
7F1CiKqrY44kh5cDqwHOnx,Love Is Gone - Acoustic,acoustic,Love Is Gone,71,176971,FALSE,SLANDER,Dylan Matthew,None,None,None,None,None,None,None,None,None
1RnvWJ0pW0yhk25gQVWb3M,What If - Acoustic Sessions,acoustic,Acoustic Sessions - Live From Nashville,25,245933,FALSE,Cody Fry,None,None,None,None,None,None,None,None,None,None
76QqtzlnTzVTEWhBRnDinW,Acoustic,acoustic,A Call To The Martyrs,3,213693,FALSE,Mortal Treason,None,None,None,None,None,None,None,None,None,None
72794Eag03xdy7TO0KNuid,Cayendo (Side A - Acoustic),acoustic,Cayendo,63,202200,FALSE,Frank Ocean,None,None,None,None,None,None,None,None,None,None
1Mt7cf3bZnH6UmlMrBqrVN,One (Acoustic Cover),acoustic,One,27,237742,FALSE,Girl in the Distance,None,None,None,None,None,None,None,None,None,None
2RopJOhPaH9DikFrS0m7XJ,Acoustic,acoustic,Feel good vibes 2020,16,172199,FALSE,Billy Raffoul,None,None,None,None,None,None,None,None,None,None
5y788ya4NvwhBznoDIcXwK,The Sound of Silence - Acoustic Version,acoustic,"Wednesday Morning, 3 A.M.",71,185413,FALSE,Simon & Garfunkel,None,None,None,None,None,None,None,None,None,None
1YeJ3IF2Q3JCPtkZQQrM9Q,She Will Be Loved - Acoustic,acoustic,She Will Be Loved,31,226698,FALSE,Jonah Baker,None,None,None,None,None,None,None,None,None,None
1QdtQPEokExDmlxw1AKOf1,Acoustic,acoustic,Tranquil Moods,10,62928,FALSE,Puppe Music,None,None,None,None,None,None,None,None,None,None
0ElpbbncWT9aS7mgoqEHbQ,Where's My Love - Acoustic,acoustic,Where's My Love,68,239880,FALSE,SYML,None,None,None,None,None,None,None,None,None,None
0JBcTq9AY5ti8MkwDzEjyq,Waiting for the Storm,acoustic,Something,13,199000,FALSE,Acoustic Levitation,None,None,None,None,None,None,None,None,None,None
29eMplBkGSox4550xCKsK0,Acoustic,acoustic,Lofi beats for Nyx mains to cry to,1,165564,FALSE,Trainman,None,None,None,None,None,None,None,None,None,None
7fY5bvnh1EDqF2SS4JnOKS,QUIET - Acoustic,acoustic,QUIET,61,191666,FALSE,Hillside Recording,Diana Trout,None,None,None,None,None,None,None,None,None
0SjoUXTT8ulcAEKEK2twat,Good Vibes,acoustic,Good Vibes,13,192000,FALSE,Acoustics,Tyler Swatie,None,None,None,None,None,None,None,None,None
0vn3gDJerc9a4EsLIkzFWb,Acoustic,acoustic,Peace of Mind,1,168575,FALSE,Kondor,None,None,None,None,None,None,None,None,None,None
41DZa1qUamVuPPr7qrtbKw,Whatcha Say - Acoustic,acoustic,Heartbreaking Pop,0,222520,FALSE,Jason Derulo,None,None,None,None,None,None,None,None,None,None
7BEoayfBrFhmiGsHRi8XVw,"Stillness, Pt 1: Moonshine",acoustic,Summer Rain,24,147333,FALSE,Acoustic Quarter,None,None,None,None,None,None,None,None,None,None
7ygizeOO5dpeEsyAmYytNW,Acoustic,acoustic,Magical Love,1,267311,FALSE,Helios Jazz Club,None,None,None,None,None,None,None,None,None,None
6Ea2uAyHX6Q8DnGKrMKHLq,Inertia - Acoustic,acoustic,Inertia,58,230990,TRUE,AJR,None,None,None,None,None,None,None,None,None,None
1XneLLl94UIN5bLqBxihjv,Waiting for the Dawn,acoustic,Mysteriousness,17,221333,FALSE,Acoustic Levitation,None,None,None,None,None,None,None,None,None,None
0MQixY91NyA384ZyAmUzGF,Acoustic,acoustic,Dinner With Friends,3,172199,FALSE,Billy Raffoul,None,None,None,None,None,None,None,None,None,None
4qsRrKXNKBxZjKWHBrRdXs,Acoustic Levitation,acoustic,Acoustic Levitation,29,355961,TRUE,Devin The Dude,None,None,None,None,None,None,None,None,None,None
35gFVyd6BvCmjpyuueMRkQ,We Built This City - Acoustic,acoustic,We Built This City,25,161777,FALSE,Ben Weighill,None,None,None,None,None,None,None,None,None,None
5SCvmjq2tWZRxoQJ1DGLpK,Acoustic,acoustic,Just Kidding,0,234700,FALSE,David AI,None,None,None,None,None,None,None,None,None,None
5YABYtKx9qa56vBjlXDbmw,Snooze (Acoustic) (feat. Justin Bieber),acoustic,Snooze,65,190464,TRUE,SZA,Justin Bieber,None,None,None,None,None,None,None,None,None
3l4bwhzSFGV2WSE475EOnh,All the Small Things - Acoustic,acoustic,All the Small Things,18,166917,FALSE,Jay Filson,None,None,None,None,None,None,None,None,None,None
0xIDR5U9WwBb3hbqAyS3R9,Acoustic,acoustic,Acoustic,2,109354,FALSE,U Know & The Drill,None,None,None,None,None,None,None,None,None,None
62ljuuXo0zrcrtJnnOhfxT,Dear April (Side A - Acoustic),acoustic,Dear April,57,231040,FALSE,Frank Ocean,None,None,None,None,None,None,None,None,None,None
4TOYSDT4aaSoQKbxshBYbI,The Way You Make Me Feel - Acoustic,acoustic,The Way You Make Me Feel,30,157037,FALSE,Matt Johnson,John Adams,None,None,None,None,None,None,None,None,None
0r5j1OxaqLkhxJOgA0kstj,Acoustic,acoustic,Acoustic,0,153012,TRUE,XtraVert,None,None,None,None,None,None,None,None,None,None
4l06WS1mNsV6atdeY9y54L,Never Comin' Home - Live Acoustic,acoustic,swipe left,0,198958,FALSE,Bailey Zimmerman,None,None,None,None,None,None,None,None,None,None
5lT24KdYcJXIEmQGi6DsGy,Remember - Acoustic,acoustic,Remember,25,171710,FALSE,Thomas Daniel,None,None,None,None,None,None,None,None,None,None
24nJAVWOZGmoQVGhaZPqBT,Acoustic,acoustic,"Neo Soul Guitar: Pop Music Soul Guitar, Instrumental Guitar Solo",0,188750,FALSE,Mark S.D.Ray,None,None,None,None,None,None,None,None,None,None
6QPqf4WqwZkxM68bGipzvP,Young Blood - Acoustic,acoustic,Young Blood,56,200613,FALSE,Noah Kahan,None,None,None,None,None,None,None,None,None,None
0TKCxM7SDITtm6joUNUU9x,Bubbly,acoustic,Bubbly,14,159389,FALSE,Acoustic Guitar Collective,None,None,None,None,None,None,None,None,None,None
6JZcfM5vr5O0KeGIAWiydu,Afrobeat 2023 Mixtape,afrobeat,Afrobeat 2023 Mixtape,28,3601658,TRUE,Dj funkybee,None,None,None,None,None,None,None,None,None,None
0S5qvbTPpWNXjnV8Uf4VZo,Afrobeat Heatwave,afrobeat,Exotic Afro Discoteca - Jungle Boogie Fiesta,2,264626,FALSE,Lofi Afrobeats,Dj Discoteca,AfrooBeatZ,Dj AfroBeats,Afro Beat Music,None,None,None,None,None,None
2kaH2Z8ezDUKf6fNw250rZ,UNAVAILABLE (feat. Musa Keys),afrobeat,Timeless,68,169911,TRUE,Davido,Musa Keys,None,None,None,None,None,None,None,None,None
7EWRaOt6aJsuRfTwd2kmeQ,Afrobeat,afrobeat,Let's Give Thanks,21,322856,FALSE,Gbenga,None,None,None,None,None,None,None,None,None,None
6DdtXGnIE31tW37mLzy7WY,AfroBeat Chaka Chaka,afrobeat,AfroBeat Chaka Chaka,30,180652,FALSE,Giuliano Nicolis,None,None,None,None,None,None,None,None,None,None
5ZtK8XAVnoaGdBXZWCEVCY,Lonely At The Top,afrobeat,Work Of Art,69,157714,FALSE,Asake,None,None,None,None,None,None,None,None,None,None
6idDCtkAr9EdGEr5yHyp09,Afrobeat,afrobeat,Summer Tunes vol. 1,8,110400,FALSE,FASSounds,None,None,None,None,None,None,None,None,None,None
16y5C7L7vgDUSNCyObG75L,Afrobeat Ki Masti,afrobeat,Afrobeat Ki Masti,25,205090,FALSE,Karl Lion,None,None,None,None,None,None,None,None,None,None
3IQT2MM49GkXfHF9eemaw5,Soweto,afrobeat,Outlaw,69,148000,TRUE,Victony,Tempoe,None,None,None,None,None,None,None,None,None
2cSC2pA05BPYJNMgU95okZ,Afrobeat,afrobeat,Jujuba,3,453493,FALSE,Jujuba,None,None,None,None,None,None,None,None,None,None
2WRQhgXftM1G0NIXr7jNmc,Afrobeats Mix Flight OSO 149,afrobeat,Afrobeats Mix Flight OSO 149,26,2372414,TRUE,Osocity,None,None,None,None,None,None,None,None,None,None
0zVk3uuV9UhxAt48F3OL12,Holy Ghost,afrobeat,Holy Ghost,68,186153,FALSE,Omah Lay,None,None,None,None,None,None,None,None,None,None
1rPUoNyCXVF2FOFHN0ceh3,Afrobeat,afrobeat,"Einfach entspannen, Vol. 2",4,176519,FALSE,Entspannungsmusik Meer,None,None,None,None,None,None,None,None,None,None
1iBWjQ9af9NnUd5xnQDB3k,Charm,afrobeat,Rave & Roses Ultra,65,204750,TRUE,Rema,None,None,None,None,None,None,None,None,None,None
7F8XEYR37oFDM826xheWyE,Afrobeat,afrobeat,Have You Lost Your Faith In God,0,317250,FALSE,Bür Gür,None,None,None,None,None,None,None,None,None,None
2fjC5oRlCcPDvKxDjstUbt,Afrobeat Renaissance - Alternate Drum Mix,afrobeat,Run The World: Season 1,20,53671,FALSE,Robert Glasper,Derrick Hodge,None,None,None,None,None,None,None,None,None
46gfN72BxmLvACx6Pve4XU,Dull,afrobeat,Mr. Money With The Vibe,62,100173,FALSE,Asake,None,None,None,None,None,None,None,None,None,None
5VE0wgk2gybTequLg1m4Zs,Afrobeat,afrobeat,Afrobeat,1,214368,FALSE,AfroBeats,None,None,None,None,None,None,None,None,None,None
5WTRTxIyiSrCtKYK8eLerN,Afrobeats 2023,afrobeat,Afrobeats 2023,32,224501,TRUE,Paul CleverLee,None,None,None,None,None,None,None,None,None,None
1DA2ADZs6O28y2rmdmpekw,2 Sugar (feat. Ayra Starr),afrobeat,"More Love, Less Ego",57,187906,FALSE,Wizkid,Ayra Starr,None,None,None,None,None,None,None,None,None
1aKDHWEZ8djoq99TSE1In2,Afrobeat,afrobeat,Afrobeat,0,189120,FALSE,Negus Beauvoir,None,None,None,None,None,None,None,None,None,None
0XzY9p6zweueIjyNICwsgy,Afrobeat - Baile do Japão,afrobeat,Afrobeat - Baile do Japão,0,160208,FALSE,MC Neneco,DJ Netto,MC Chara,MC GIBI,None,None,None,None,None,None,None
4cpxSBb2TRx8WJhQM1Jdpk,Stubborn (with Asake),afrobeat,Stubborn,67,176333,FALSE,Victony,Asake,None,None,None,None,None,None,None,None,None
5E1bwFQDYXIHUhBqUXJXZb,Afrobeat,afrobeat,Afrobeat,0,124799,FALSE,Royalty Free Music Background,None,None,None,None,None,None,None,None,None,None
0nWP3geWfIWT2U1F8TEa4V,Afrobeat Fiesta,afrobeat,Afro Beach Party - Chill Out Music for Afro Party & Discoteca,17,198430,FALSE,Lofi Afrobeats,Dj Discoteca,AfroBeatsZ,None,None,None,None,None,None,None,None
4E8EciYYzTKF4REO51XQiS,DND,afrobeat,RAVAGE,56,166000,FALSE,Rema,None,None,None,None,None,None,None,None,None,None
0SFu2Ngw6OC9SR8dxYUBgd,Afrobeat,afrobeat,Sounds Like Africa,3,176519,FALSE,African Tribal Orchestra,None,None,None,None,None,None,None,None,None,None
2jzZgXpQqA8T9KhdFjdBgA,Afrobeat Si Fueras Tu - Instrumental,afrobeat,Instruméntal Jordan Films,20,188003,FALSE,Jordan Films RD,None,None,None,None,None,None,None,None,None,None
0x3sDnom0itB72oEVrRE7v,Ololufe (feat. Wande Coal),afrobeat,S2,55,210194,FALSE,Wizkid,Wande Coal,None,None,None,None,None,None,None,None,None
4EGWRcWnB3uFjebmmscNzg,Afrobeat,afrobeat,African Rhythms,1,237260,FALSE,Oneness Of Juju,None,None,None,None,None,None,None,None,None,None
6WavyUNdnJk9SRW7ko9ack,Reason (feat. Russ),afrobeat,Mr. Money With The Vibe,53,131764,FALSE,Asake,Russ,None,None,None,None,None,None,None,None,None
6lH52tnoBYPivmIQKGXTgl,Afrobeat,afrobeat,Afrobeat,11,144172,TRUE,Ruankkj,None,None,None,None,None,None,None,None,None,None
7xF6SSfTW1smhbyAlJ6ecd,Afrobeat - Radio Mix,afrobeat,Afrobeat,0,229403,FALSE,Simon Le Grec,None,None,None,None,None,None,None,None,None,None
0Q1bMs3xLQiDEeaneehdxv,Remember,afrobeat,Work Of Art,63,182142,FALSE,Asake,None,None,None,None,None,None,None,None,None,None
71JDBR0qGP77kVSiYTDMlX,Afrobeat,afrobeat,Dancefloor Jams,2,292866,FALSE,DJ Pasta,Brucaliff,None,None,None,None,None,None,None,None,None
6Fw7kOKInk90eGVrn5ll9t,Afrobeat - Club Mix,afrobeat,Afrobeat,0,363227,FALSE,Simon Le Grec,None,None,None,None,None,None,None,None,None,None
2Iv3GHM3xFKIPbYSnhJAXO,Okay,afrobeat,"Afro Pop, Vol. 1",54,186299,TRUE,Adekunle Gold,None,None,None,None,None,None,None,None,None,None
0dGjhqDVHM3EynOae561ZC,AfroBeat,afrobeat,Mozart at the Club,0,175229,FALSE,Marlon Dasoul,None,None,None,None,None,None,None,None,None,None
3vgHcLsJHvQclAhdcGtNFe,Afrobeat - Playlist Mix,afrobeat,Afrobeat,0,169835,FALSE,Simon Le Grec,None,None,None,None,None,None,None,None,None,None
3YPtN5X0HxIzeRCHxfoXTy,Mogbe,afrobeat,Work Of Art,57,178947,FALSE,Asake,None,None,None,None,None,None,None,None,None,None
6ZZ4zoPdivz4JOUjkqpRNp,Afrobeat,afrobeat,Afrobeat,0,194867,FALSE,Diomobeats,None,None,None,None,None,None,None,None,None,None
4EPK9EsXU63lnRPbZwH1LV,Afrobeat - Dub Mix,afrobeat,Afrobeat,0,365853,FALSE,Simon Le Grec,None,None,None,None,None,None,None,None,None,None
5V9XFfvCG4WP5ZdISOLvaF,Sability,afrobeat,Sability,57,166558,FALSE,Ayra Starr,None,None,None,None,None,None,None,None,None,None
0pLp0NaGBIh2N2tew3FVyN,Afrobeat,afrobeat,Highlights of African Tribal Orchestra,0,176519,FALSE,African Tribal Orchestra,None,None,None,None,None,None,None,None,None,None
5WwQgwivZOfjHHOdZXnDjR,Feel (Afrobeats Mix),afrobeat,Feel,38,147878,FALSE,Dualbox,Aracy Carvalho,None,None,None,None,None,None,None,None,None
3ceZIRUX8m8qFFcnEDkj2K,Holiday,afrobeat,Rave & Roses Ultra,52,159100,FALSE,Rema,None,None,None,None,None,None,None,None,None,None
0SC8vPETc4K5bE8kuATCli,Afrobeat,afrobeat,KALIMBATA,0,448464,FALSE,Luigi Vitale,Gianpaolo Rinaldi,Luca Colussi,Daniele D'Agaro,Mirko Cisilino,Denis Biason,None,None,None,None,None
5CwdYVhbdeG3wycY3ukvM4,For My Love - Afrobeats Mix,afrobeat,For My Love,39,132458,FALSE,Don & Gene,None,None,None,None,None,None,None,None,None,None
6R3zZakACTkEkqlQKmnnOB,Good Vibes Infinitititi - African Lofi,afrobeat,Good Vibes Infinitititi - African Lofi,47,144000,FALSE,Lofi Afrobeats,None,None,None,None,None,None,None,None,None,None
0qmQoGGBl8kH9YDfBJIWmQ,Afrobeat,afrobeat,4 DJ: UnDiscovered Weekly #17,0,300000,FALSE,Dani Le Cross,None,None,None,None,None,None,None,None,None,None
3MCIbI6HEtZBqspo8OVLiJ,Alt-Rock,alt-rock,Demo,0,137622,TRUE,Eudo 97,None,None,None,None,None,None,None,None,None,None
1gewemPOUilb21s7CfMS55,Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,alt-rock,Graffiti The World,57,229040,TRUE,Rehab,None,None,None,None,None,None,None,None,None,None
1o22EcqsCANhwYdaNOSdwS,Tessellate,alt-rock,An Awesome Wave,52,181400,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
4KENElVbH0KcipXaaqTeT8,"Russian Alt Rock (Car Wash With Papa) - ""Приключение на автомойке""",alt-rock,TIO's Kid's Jams,0,165119,FALSE,The Incomplete Orchestra,None,None,None,None,None,None,None,None,None,None
0pCTr2E9CtulIwNprituKi,Ms,alt-rock,An Awesome Wave,45,238746,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
6XfI75jPN59vD2uF625ayx,Under One Roof Alt Rock,alt-rock,Under One Roof,0,65336,FALSE,Jack Curtis Dubowsky,None,None,None,None,None,None,None,None,None,None
6BVBkKpZK09NmifUMZqj1z,Every Other Freckle,alt-rock,This Is All Yours,47,216004,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
48H4RqPLjLB5MR3Cc1AdWv,Cry of the Lonely (Psalm 10) - LOFI Alt Rock Mix,alt-rock,Cry of the Lonely  [LOFI Alt Rock Mix],0,195399,FALSE,Psalms Remixed,None,None,None,None,None,None,None,None,None,None
24DMpa4roYV1VkykwCSNMG,Panoramic View,alt-rock,Panoramic View,50,232733,FALSE,AWOLNATION,None,None,None,None,None,None,None,None,None,None
3Sm5TYFgMXyXwgAcY2xweX,So Into You,alt-rock,A Rock And Roll Alternative,56,260866,FALSE,Atlanta Rhythm Section,None,None,None,None,None,None,None,None,None,None
3i4ColsuZEvjeLz63m0jPt,U&ME,alt-rock,The Dream,43,198840,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
6azx6iv2R1DhwovSp4xd5v,Rock Steady,alt-rock,Mr Soul of Jamaica,42,160266,FALSE,Alton Ellis,The Flames,None,None,None,None,None,None,None,None,None
4wuu0v0TsGf22iYAgIcKlb,Altered State Of Mind,alt-rock,So Long And Thanks,39,226000,FALSE,Milmine,None,None,None,None,None,None,None,None,None,None
4XSLXwwLskeFy1k6ec4tBg,Altitude Adjustment,alt-rock,On The Rocks,31,206040,FALSE,Midland,None,None,None,None,None,None,None,None,None,None
6N19vudcjcPwsggs3EGgkN,M.S.S,alt-rock,M.S.S,33,205531,FALSE,Red,None,None,None,None,None,None,None,None,None,None
1AmwIgy0WYLJJ5e24aCFTm,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",alt-rock,Ve Kamleya,49,246988,FALSE,Pritam,Arijit Singh,Shreya Ghoshal,Shadab Faridi,Altamash Faridi,Amitabh Bhattacharya,None,None,None,None,None
5uspnRBvXxg7Y0PPfpwH6p,SAVIOR,alt-rock,SAVIOR,35,262425,FALSE,Smile Empty Soul,None,None,None,None,None,None,None,None,None,None
1Ag58Qks3r3p4sAiUdA5xb,Rockstar,alt-rock,Rockstar,26,148557,FALSE,ALT BLK ERA,None,None,None,None,None,None,None,None,None,None
13gDxn2tYUGS0sawL4kzWp,Philadelphia,alt-rock,The Dream,33,218093,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
3WtldAA054sX3ZWCiFjX4O,Ghostlove (1st Movement),alt-rock,Ghostlove: An Alt-Rock Musical in 5 Parts,25,65387,FALSE,Uncle Morty and the Empty Forties,None,None,None,None,None,None,None,None,None,None
3PsHpAptfclBD9jVWBKqb1,Bane,alt-rock,The Dream,29,310000,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
61Adh3QebIXwos3HqbUri1,Ghostlove (2nd Movement),alt-rock,Ghostlove: An Alt-Rock Musical in 5 Parts,25,61672,FALSE,Uncle Morty and the Empty Forties,None,None,None,None,None,None,None,None,None,None
17PtEAxSnO1aFWiMukDMWk,Alternative Trouble,alt-rock,Alternative Trap,34,198060,TRUE,LUCKI,None,None,None,None,None,None,None,None,None,None
58qlWRmqnMIKBRu0OaiTQ0,Ghostlove (3rd Movement),alt-rock,Ghostlove: An Alt-Rock Musical in 5 Parts,25,75046,FALSE,Uncle Morty and the Empty Forties,None,None,None,None,None,None,None,None,None,None
3TY8GltNNtMpDS3YY6tJqo,"Bloodflood, Pt. II",alt-rock,This Is All Yours,30,319497,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
4iM7P0ApqrIAzJQzL9UFiC,Ghostlogue,alt-rock,Ghostlove: An Alt-Rock Musical in 5 Parts,25,97338,FALSE,Uncle Morty and the Empty Forties,None,None,None,None,None,None,None,None,None,None
6LFZWSRtgzCXxNbQNOV8yz,Chicago,alt-rock,The Dream,30,235386,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
0kH190Vf9KRHfFOhZCaQxv,Ghosterture,alt-rock,Ghostlove: An Alt-Rock Musical in 5 Parts,25,43839,FALSE,Uncle Morty and the Empty Forties,None,None,None,None,None,None,None,None,None,None
3LvZJiw3K6loTGtfuSrLCM,Losing My Mind,alt-rock,The Dream,24,282000,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
2UkEUyOLpOHIZn5hAfgRpK,ROCK THAT SHIT! - Slowed Down,alt-rock,ROCK THAT SHIT!,32,121658,TRUE,Anarchist Sanctuary,asteria,None,None,None,None,None,None,None,None,None
57gf8TTzlk1BE5R4C7gfz6,Hunger of the Pine,alt-rock,Hunger of the Pine,26,298670,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
35a7EjRYYLLyH4prB1zExl,Rock and Roll - Alternate Mix,alt-rock,Led Zeppelin IV,32,219680,FALSE,Led Zeppelin,None,None,None,None,None,None,None,None,None,None
2H6NbSsccvcT1j4jwAjDmf,Pusher,alt-rock,This Is All Yours,29,209270,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
428wldKJlnRDngUc7UPS2C,Georgia Rhythm,alt-rock,A Rock And Roll Alternative,30,292733,FALSE,Atlanta Rhythm Section,None,None,None,None,None,None,None,None,None,None
2gODWsWhiGdm5ERRKJMVFx,s.A.D,alt-rock,s.A.D,33,238130,FALSE,The Exies,None,None,None,None,None,None,None,None,None,None
4goPVvd80KQ6a6uJcvQc5i,ROCK THAT SHIT! - Sped Up,alt-rock,ROCK THAT SHIT!,28,102860,TRUE,Anarchist Sanctuary,asteria,None,None,None,None,None,None,None,None,None
3xiJykFwZZgioOjFVuyr2M,Misfits : SOLAR,alt-rock,Misfits : SOLAR,29,179317,FALSE,ALT BLK ERA,None,None,None,None,None,None,None,None,None,None
5QOXH3mNBeA3BEVmi4U3Cl,Alternative Rock,alt-rock,Honkai: Star Rail - Out of Control,26,78750,FALSE,HOYO-MiX,王可鑫,None,None,None,None,None,None,None,None,None
1lmMwYy7UlBFCmBWWYeIjB,Awake 24,alt-rock,Awake 24,26,243654,FALSE,Ra,None,None,None,None,None,None,None,None,None,None
40m4TVdRgogwawVxD9qEwk,Rock Steady,alt-rock,Treasure Isle Collection,22,158106,FALSE,Alton Ellis,None,None,None,None,None,None,None,None,None,None
1yDraXjOPLhkBljQq6HCQ8,Walk a Mile,alt-rock,The Dream,25,389933,FALSE,alt-J,None,None,None,None,None,None,None,None,None,None
2e4vEkdm8h8mNnGHSBfTMT,Ve Kamleya,alt-rock,Rocky Aur Rani Kii Prem Kahaani,50,246988,FALSE,Pritam,Arijit Singh,Shreya Ghoshal,Shadab Faridi,Altamash Faridi,Amitabh Bhattacharya,None,None,None,None,None
035SyYaZBffdxtuHRPE5SD,"Keep The Change, You Filthy Animal",alt-rock,Nothing Personal,31,200133,FALSE,All Time Low,None,None,None,None,None,None,None,None,None,None
4oNm4AlbUo8XEDayfLxoup,Rocker,alt-rock,Transphormer,28,288053,FALSE,Alter Ego,None,None,None,None,None,None,None,None,None,None
0T5BNAzHqpSpJPbNeRYp7e,Alternate Reality 3035,alt-rock,Basspunk Loverboy,19,207483,FALSE,tiedye ky,None,None,None,None,None,None,None,None,None,None
5b0KMebx2ZOPv91U42xOSv,Rock Around With Ollie Vee - Alternate Version,alt-rock,That'll Be The Day,31,138066,FALSE,Buddy Holly,None,None,None,None,None,None,None,None,None,None
0Sbvy1JbpkhtTvVvpvRoEs,Face in the Wind,alt-rock,Mosaic,23,220933,FALSE,311,None,None,None,None,None,None,None,None,None,None
1krpd6EfCr6laRrmH7qBP2,Rock Around the Clock (Alternate Take),alt-rock,Presenting Bill Haley & His Comets,30,131080,FALSE,Bill Haley & His Comets,None,None,None,None,None,None,None,None,None,None
7v0Pll0A9YnsiyYpzIRXDy,A.D.D,alt-rock,ABEYANCE,28,217582,TRUE,alt.,None,None,None,None,None,None,None,None,None,None
3scsKPy4dLwvWjF8MgIXPQ,I'm Still in Love With You,alt-rock,Sings Rock and Soul,21,201493,FALSE,Alton Ellis,None,None,None,None,None,None,None,None,None,None
0ZFQxmNIOj03o7OMaiPcVX,Alternative Outro,alternative,Alternative Trap,41,290063,TRUE,LUCKI,None,None,None,None,None,None,None,None,None,None
2yE3bwbhqypdsuhmv48Svn,Alternative Ulster,alternative,Inflammable Material,45,163880,FALSE,Stiff Little Fingers,None,None,None,None,None,None,None,None,None,None
4ylj6KTRlC25nhizGTlFPA,the alternative,alternative,to love in the 21st century,46,183693,FALSE,Lyn Lapid,None,None,None,None,None,None,None,None,None,None
7BgR4y0YtloMsx8uaZqgiX,ALTERNATIVE,alternative,Family Drama,39,184800,FALSE,RØRY,None,None,None,None,None,None,None,None,None,None
17PtEAxSnO1aFWiMukDMWk,Alternative Trouble,alternative,Alternative Trap,34,198060,TRUE,LUCKI,None,None,None,None,None,None,None,None,None,None
5CUMbEbUWSQ78MJl6kCEyy,ALTERNATIVE,alternative,ALTERNATIVE,28,184800,FALSE,RØRY,None,None,None,None,None,None,None,None,None,None
4p1ajZ2s5MGd5pg3knrI2D,Alternative Outro,alternative,Alternative Trap,20,290063,TRUE,LUCKI,None,None,None,None,None,None,None,None,None,None
6MG4zuO1TDYLthCXnnuFA3,Alternative Universe,alternative,Alternative Universe,32,156168,FALSE,Apel8,None,None,None,None,None,None,None,None,None,None
